ID,NAME,Host_ID,Host_identity_verified,Host_name,Neighbourhood_group,Neighbourhood,Latitude,Longditude,Country,Country_Code,instant_bookable,Cancellation_policy,Room_Type,Construction_year,Price,Service_fee,Minimum_nights,Number_of_reviews,Last_review,Reviews_per_month,Review_rate_number,Calculated_host_listings_count,Availability_365,House_rules,License
7773086,"Sunny, Charming Brooklyn 1 Bedroom!",20646254839,unconfirmed,Robyn,Brooklyn,Cobble Hill,40.69035,-73.99633,United States,US,FALSE,moderate,Entire home/apt,2014,67,13,8,37,6/19/2019,0.87,3,1,204,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
3607087,Charming Colonial House in Brooklyn,41229110855,unconfirmed,Carolina,Brooklyn,East Flatbush,40.64082,-73.94818,United States,US,TRUE,moderate,Entire home/apt,2013,67,13,4,10,8/27/2016,0.17,1,1,180,"No smoking or additional guests, please.",
1297369,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",21949521987,verified,Honey,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,United States,US,TRUE,moderate,Private room,2016,67,13,1,72,6/17/2019,0.84,2,2,292,"62 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
2418538,"Garden, Private Deck, Williamsburg apartment",10003156404,unconfirmed,Amy,Brooklyn,Williamsburg,40.71276,-73.95022,United States,US,FALSE,moderate,Entire home/apt,2010,67,13,25,11,7/31/2017,0.15,1,1,423,"No smoking --- only smoking on the patio with doors and windows closed is permitted. No parties or extra guests without prior consent.  This is a quiet building with professionals living on each floor. Use of kitchen is permitted, but dishes must be put away (loaded in dishwasher) and pots and pans cleaned before leaving. A VirtuoLine Nespresso makers is available for guest use --- coffee pods are provided for you to enjoy.  Instructions are on-site. Use of washer/dryer is NOT permitted.",
5519702,Huge Backyard  - Williamsburg Loft,77219686344,unconfirmed,Nicholas,Brooklyn,Williamsburg,40.71749,-73.96525,United States,US,FALSE,strict,Entire home/apt,2017,67,13,2,4,6/22/2015,0.08,4,1,290,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
1765167,HUGE East Village 2 Bd w/Priv Yard,70208587045,unconfirmed,Deborah,Manhattan,East Village,40.7256,-73.97857,United States,US,FALSE,moderate,Entire home/apt,2005,67,13,3,243,6/24/2019,2.95,4,1,326,This is a quiet residential street of owner occupied properties.  Guest are expected to be respectful of other quests. No late night loud noise making. No smoking.  Freshly laundered slippers are provided for guests to wear in the house.  We have a no shoes policy inside the house.,
4562014,"Chic 2Br/2bath, Lower Manhattan",29645352808,unconfirmed,Guillermo,Manhattan,Lower East Side,40.7135,-73.988,United States,US,TRUE,strict,Entire home/apt,2007,67,13,4,26,6/15/2019,0.61,2,1,380,The house is kept very clean host does all cleaning making of beds and daily cleaning of home. Absolutely no additional company with out first checking in,
3930183,1 Bedroom w/ huge Deck in West Village/SOHO,47771973021,unconfirmed,Wendy,Manhattan,West Village,40.72912,-74.00298,United States,US,TRUE,flexible,Entire home/apt,2005,67,13,4,21,3/30/2019,0.36,4,1,393,"NO smoking, no parties, no large dogs. I expect that the house will be the way I left it for you :) (small dogs ok) ",
1884464,House 10 min from Midtown Manhattan,84079191108,unconfirmed,Remo,Queens,Astoria,40.76216,-73.92542,United States,US,FALSE,strict,Entire home/apt,2020,67,13,6,1,8/29/2015,0.02,5,1,279,,
2909533,Inspiring spacious loft space,11176709638,unconfirmed,Katja,Brooklyn,Williamsburg,40.71955,-73.96049,United States,US,FALSE,flexible,Private room,2011,68,14,2,129,2/23/2019,2.22,2,1,199,,
5437410,Student/Family Friendly Near Schools Parks Dining,33853751226,unconfirmed,Martha,Manhattan,Upper West Side,40.80121,-73.96163,United States,US,FALSE,strict,Entire home/apt,2013,68,14,31,2,7/14/2018,0.04,3,1,270,"No Smoking in building,  Respect for other guests and neighbors.  Quiet after 10 pm. Parking is available on Linwood and Gardner streets 24 hours.  No parking is permitted on Centre Place.",
4728256,"103rd st/lex/clean, Comfort and big  room",47632058493,verified,Mj,Manhattan,East Harlem,40.79113,-73.94792,United States,US,FALSE,moderate,Private room,2020,69,14,5,7,5/14/2018,0.22,5,1,399,Please be respectful of our home!,
1169788,Great Large 3 BR/2 Bath Duplex with Private Patio!,62372364631,verified,Morrison,Manhattan,East Village,40.72542,-73.97986,United States,US,TRUE,strict,Entire home/apt,2009,69,14,2,48,6/16/2019,0.48,4,4,86,,
3412126,Bright Quiet Room in the W Village,46318320853,unconfirmed,Kaytlin,Manhattan,Greenwich Village,40.73034,-73.99992,United States,US,FALSE,strict,Private room,2015,69,14,2,209,6/19/2019,4.07,5,1,141,No Pets. Not smoking please :) ,
3126034,BEAUTIFUL CONDO IN TIMES SQUARE,95790154242,verified,Georgia,Manhattan,Theater District,40.76054,-73.98508,United States,US,FALSE,strict,Entire home/apt,2005,69,14,30,11,9/16/2018,0.18,5,1,274,Please be mindful after 23:00 in the kitchen or bathroom.,
3814752,5144-Prime Doorman!78ST & Madison,73764487918,unconfirmed,Jeremy & Laura,Manhattan,Upper East Side,40.77448,-73.96102,United States,US,TRUE,flexible,Entire home/apt,2015,69,14,30,2,5/30/2019,0.06,4,96,58,,
4064392,The Lighthouse Manor,91572661084,unconfirmed,Judith,Staten Island,Lighthouse Hill,40.57718,-74.13981,United States,US,FALSE,moderate,Entire home/apt,2007,69,14,2,49,12/31/2018,0.92,2,1,183,#NAME?,
6060404,Relaxing bedroom in 6br apartment,61210811059,unconfirmed,John,Brooklyn,Bushwick,40.69034,-73.91666,United States,US,TRUE,strict,Private room,2021,70,14,1,1,7/28/2015,0.02,1,1,73,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties. Quiet hours are 11pm till 9am Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 2 allowed who booked  All smoking should be done outside, as this is a smoke free environment.",
5819049,Artist's Apt in Downtown Manhattan,96748845533,verified,Yazmany,Manhattan,Chinatown,40.7142,-73.99119,United States,US,FALSE,moderate,Entire home/apt,2007,70,14,5,14,12/29/2018,0.45,2,1,349,- No Smoking In the House. There is a back porch accessible through the kitchen where you can smoke. - We try to keep the house very clean and would like to ask you to please remove your shoes when entering the house so that dirt doesn't trek around the house. There is a shoe cabinet right by the entrance where you can store your shoes. Some slippers will also be provided and can be found inside the shoe cabinet. - Please clean after yourself after you use the bathroom. It is a shared bathroom. The same goes for the kitchen.,
6155952,"Beautiful, modern SoHo/TriBeCa apt",41641850997,verified,Akash,Manhattan,Civic Center,40.71649,-74.00267,United States,US,FALSE,flexible,Entire home/apt,2007,70,14,4,8,5/15/2016,0.17,3,1,72,No smoking No pets,
3880476,Romantic 1 bedroom Part2 Harlem USA,50551592525,unconfirmed,Tae,Manhattan,East Harlem,40.80592,-73.93653,United States,US,FALSE,flexible,Entire home/apt,2019,70,14,3,72,4/29/2019,1.23,5,2,103,#NAME?,
6996553,Private 2BD Apartment in Manhattan,85823063400,verified,Lisa,Manhattan,Murray Hill,40.74716,-73.97607,United States,US,FALSE,moderate,Entire home/apt,2004,70,14,1,1,9/28/2015,0.02,2,1,348,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. I don't charge cleaning fee so please help me keep the place clean and organized by cleaning up after yourself, thank you.",
4811654,Luxury in Best Location,21217357772,verified,Stacey,Manhattan,Nolita,40.72139,-73.99688,United States,US,FALSE,strict,Entire home/apt,2006,70,14,198,163,11/21/2018,2.96,5,1,225,"Please pick up after yourself (remove hair after taking a shower/shaving, etc.), and make sure things are left tidy after you used bathrooms. Keep toilet seat closed so cat can't get to water. Please avoid morning rush between 6am and 10 am and take shower at night (unless you shower is literally 2 min or less). Additional toilet/sink on the first floor. Always wipe off toothpaste from sink and faucet as a courtesy to others.  Immediately notify me if something was broken or out of order or you forgot to wash a plate. Don't leave any food in your room. Proper trash disposal: recycling is very important. Rinse containers before placing into collection; all food leftovers must go inside kitchen sink for disposal. Avoid bringing in plastic bags, but if you must occasionally, please place into recycling for bags under the sink. Please tidy up  your room after departure and take care of dirty dishes. Departure after check out time billed one hundred dollars Mailing address is NOT TO be shar",
4338885,"Great location, cozy, near F, G, R!",57855696519,verified,Deirdre,Brooklyn,Park Slope,40.67099,-73.98791,United States,US,FALSE,moderate,Entire home/apt,2016,71,14,1,323,6/22/2019,5.81,5,1,385,,
2044631,Brooklyn Apt: 1 Bedroom w/Garden,9487668138,verified,Katherine / François,Brooklyn,Sunset Park,40.66059,-73.99361,United States,US,FALSE,strict,Entire home/apt,2021,71,14,10,8,6/23/2018,0.17,2,2,203,No pets. No smoking. Please :),
4103053,Prime East Village 1 Bedroom,78494436116,verified,Aviad,Manhattan,East Village,40.72878,-73.98521,United States,US,TRUE,strict,Entire home/apt,2020,71,14,1,1,5/24/2015,0.02,2,1,272,No Smoking No Pets No Parties No Loud Music,
8106676,High rise apartment with Central Park views!,96627574344,unconfirmed,Josephine,Manhattan,Hell's Kitchen,40.7682,-73.98467,United States,US,FALSE,flexible,Entire home/apt,2016,71,14,1,3,8/22/2016,0.08,4,1,268,,
3872744,last minute TRIBECA CONDO AVAILABLE,19925845581,unconfirmed,Jupira,Manhattan,Tribeca,40.71726,-74.01134,United States,US,FALSE,moderate,Entire home/apt,2020,71,14,7,16,9/19/2017,0.34,5,1,404,"No unexpected house guests please, and no smoking in the house!",
4742064,Cesco's House,7728300644,verified,Francesco,Brooklyn,Bedford-Stuyvesant,40.68886,-73.95212,United States,US,FALSE,flexible,Entire home/apt,2012,72,14,2,6,4/24/2018,0.29,3,1,336,,
1412247,Brooklyn: A Huge Bedroom + Good Vibes,3939862456,unconfirmed,Rogers,Brooklyn,Crown Heights,40.66431,-73.93216,United States,US,TRUE,flexible,Private room,2019,72,14,3,26,2/16/2019,0.33,2,1,66,Apartment is located in quiet neighborhood so noise is ok as long as it's not excessive.  We have a strict no-pet and no-smoking policy. This is our building policy and also a strongly enforced household policy.,
6970594,CLEAN & BRIGHT 1BR IN WILLIAMSBURG,67238276771,unconfirmed,Ignacio,Brooklyn,Williamsburg,40.70866,-73.94116,United States,US,FALSE,moderate,Private room,2004,72,14,7,2,1/16/2016,0.05,3,1,126,,
1179729,Hells Kitchen Garden of Eden,71445626554,verified,Ellis,Manhattan,Hell's Kitchen,40.76248,-73.9913,United States,US,TRUE,flexible,Private room,2014,72,14,3,36,6/14/2019,0.36,1,1,386,,
1203478,2 BR w/ Terrace @ Box House Hotel,51169192919,unconfirmed,Dixon,Brooklyn,Greenpoint,40.73861,-73.95485,United States,US,FALSE,flexible,Private room,2004,966,14,3,9,5/19/2018,0.09,4,28,270,"We do not allow any pets on the property to protect our guests and family from allergies. Please do not park in our driveway. You may find on-street parking available on Spring Park Ave or Rockview St. There is no smoking on the property. Please feel free to take a walk around our lovely neighborhood if you need a smoke. Otherwise we have no real ""rules"" except common courtesy please. We always want our guests to feel as much at home as possible, so feel free to do so. Should you need something or have a question, just ask! We are always happy to help. Most of all, enjoy your visit here in our studio!",
3194519,"Sunny Master Suite: large bdrm, priv bth, priv liv",46941328372,verified,Omar,Brooklyn,Bedford-Stuyvesant,40.6895,-73.95279,United States,US,TRUE,strict,Private room,2019,73,15,4,171,6/30/2019,2.72,3,1,169,-Quiet hours after 10 pm -Lock the front door when exiting and entering the property,
3348611,Spacious brownstone parlour,29566863323,unconfirmed,Tyson,Brooklyn,Cobble Hill,40.68811,-73.99421,United States,US,FALSE,flexible,Entire home/apt,2016,73,15,1,2,4/26/2015,0.03,5,1,337,No smoking and no parties.,
4465914,Comfortable one bedroom with patio,966927847,unconfirmed,Josh,Brooklyn,Fort Greene,40.68859,-73.9767,United States,US,FALSE,moderate,Entire home/apt,2004,73,15,2,99,6/29/2019,1.77,4,1,399,We love our home and enjoy sharing it with others. We hope you'll treat it as with as much care as we do. Our neighbors are friendly and quiet. We hope you'll fit right in.,
3894283,Quiet Oasis in the Middle of it All,91481647236,verified,Benjamin,Brooklyn,Fort Greene,40.68961,-73.97781,United States,US,FALSE,strict,Entire home/apt,2015,73,15,30,5,3/30/2019,0.1,3,21,205,Please try to be quite and keep house clean. Thank you very much!,
8032667,4 person private room in Spanish Harlem,27551361266,verified,Kristy,Manhattan,East Harlem,40.79443,-73.93501,United States,US,FALSE,flexible,Private room,2005,73,15,2,49,6/19/2019,1.52,3,5,39,#NAME?,
1147143,Cottage in the Village,65603422910,verified,Lloyd,Manhattan,East Village,40.72185,-73.98246,United States,US,TRUE,moderate,Entire home/apt,2019,73,15,5,143,6/19/2019,1.38,1,2,,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed,
